Town,Town Latitude,Town Longitude,VenueID,VenueName,score,category,catID,latitude,longitude
"Marshalltown, IA",42.0494674,-92.9080375,4bae94c9f964a52012c33be3,Taylor's Maid-Rite,na,Restaurants,4bf58dd8d48988d1c4941735,42.04752878,-92.90797732
"Marshalltown, IA",42.0494674,-92.9080375,4c40a621ce54e21e92da091a,Linn Street Market,na,Bakeries,4bf58dd8d48988d16a941735,42.04658383,-92.91047573
"Marshalltown, IA",42.0494674,-92.9080375,597e1676f79faa2781d31cf9,Tacos Y Mariscos Maravilla,na,Mexican Restaurants,4bf58dd8d48988d1c1941735,42.049972,-92.912397
"Marshalltown, IA",42.0494674,-92.9080375,4db9a104a86ee4fa7d3c5ac7,LaSupra Taqueria,na,Mexican Restaurants,4bf58dd8d48988d1c1941735,42.05052962,-92.91029929
"Marshalltown, IA",42.0494674,-92.9080375,4b6b15dcf964a520baf12be3,Sub City,na,Sandwich Places,4bf58dd8d48988d1c5941735,42.04932232,-92.91262347
"Marshalltown, IA",42.0494674,-92.9080375,4ba260cef964a520ecf237e3,Mexico Antiguo,na,Mexican Restaurants,4bf58dd8d48988d1c1941735,42.04913887,-92.91416264
"Marshalltown, IA",42.0494674,-92.9080375,4c49cd1c20ab1b8da0d14517,Aztecas,na,Mexican Restaurants,4bf58dd8d48988d1c1941735,42.05003102,-92.9123763
"Marshalltown, IA",42.0494674,-92.9080375,4c576a08d12a20a1b8cc66bd,Tremont Sports Cafe,na,American Restaurants,4bf58dd8d48988d14e941735,42.04900583,-92.91390896
"Marshalltown, IA",42.0494674,-92.9080375,4f94392ae4b0949d216df28a,Las Yaquesitas,na,Bakeries,4bf58dd8d48988d16a941735,42.048857,-92.91395
"Marshalltown, IA",42.0494674,-92.9080375,4e72a96662e1a77aac79ce5e,Hometown Foods,na,Food,4d4b7105d754a06374d81259,42.047814,-92.905019
"Marshalltown, IA",42.0494674,-92.9080375,4dc1e5a6d4c07da169ece140,Rainbow Bakery,na,Bakeries,4bf58dd8d48988d16a941735,42.050033,-92.9119066
"Marshalltown, IA",42.0494674,-92.9080375,54f11582498ec36f9314991b,Ay Caramba,na,Mexican Restaurants,4bf58dd8d48988d1c1941735,42.049468,-92.91469
"Marshalltown, IA",42.0494674,-92.9080375,4dcbec8118501ce532addd27,Zamora Fresh Market,na,Food & Drink Shops,4bf58dd8d48988d1f9941735,42.04937331,-92.91287393
"Marshalltown, IA",42.0494674,-92.9080375,533c4dd5498e30248e93a83a,Smokin' G's BBQ Restaurant and Catering,na,BBQ Joints,4bf58dd8d48988d1df931735,42.04915001,-92.91412624
"Marshalltown, IA",42.0494674,-92.9080375,4d853925d5fab60c4461f39b,Ocean City Chinese Restaurant,na,Chinese Restaurants,4bf58dd8d48988d145941735,42.04933416,-92.9133383
"Marshalltown, IA",42.0494674,-92.9080375,4c9e09f4d3c2b60c23e0c6bc,Abarrotes La Salud,na,Grocery Stores,4bf58dd8d48988d118951735,42.049942,-92.914752
"Marshalltown, IA",42.0494674,-92.9080375,4f3287a119836c91c7e0c4cd,Tremont Grille Home of Muddy Waters Coffee Co,na,Food,4d4b7105d754a06374d81259,42.0491326,-92.913424
"Marshalltown, IA",42.0494674,-92.9080375,4c535f5bb3b09c74beae10b4,Chef King,na,Chinese Restaurants,4bf58dd8d48988d145941735,42.04917037,-92.91431125
"Marshalltown, IA",42.0494674,-92.9080375,5633ad22498ea61bec8ba783,Rancho Adelinas,na,Mexican Restaurants,4bf58dd8d48988d1c1941735,42.050774,-92.912539
"Marshalltown, IA",42.0494674,-92.9080375,5835eb8c13bb7732ce16c210,El Puente,na,Mexican Restaurants,4bf58dd8d48988d1c1941735,42.050672,-92.912663
"Marshalltown, IA",42.0494674,-92.9080375,4ba79361f964a520e39e39e3,Abarrotes Villachuato,na,Grocery Stores,4bf58dd8d48988d118951735,42.05022968,-92.91132079
"Marshalltown, IA",42.0494674,-92.9080375,5b119d6bb9a5a8002cfd0245,The Flying Elbow,na,Hot Dog Joints,4bf58dd8d48988d16f941735,42.050223,-92.912767
"Marshalltown, IA",42.0494674,-92.9080375,4b6883daf964a520487d2be3,Tremont Grille,na,Italian Restaurants,4bf58dd8d48988d110941735,42.049044,-92.91410685
"Marshalltown, IA",42.0494674,-92.9080375,4beb43db61aca5939ae08400,Tremont On Main,na,Restaurants,4bf58dd8d48988d1c4941735,42.0489935,-92.91406467
"Marshalltown, IA",42.0494674,-92.9080375,55ddff40498ee5d2596ae8e0,Jack's Pho House,na,Vietnamese Restaurants,4bf58dd8d48988d14a941735,42.04916192,-92.91342379
"Marshalltown, IA",42.0494674,-92.9080375,4fa84a69e4b0e97b03646ac1,Tacos Y Mariscos El Gordo,na,Mexican Restaurants,4bf58dd8d48988d1c1941735,42.05005084,-92.91253635
"Marshalltown, IA",42.0494674,-92.9080375,4bdcb1142a3a0f47dff8b3b6,Haley's Grocery,na,Grocery Stores,4bf58dd8d48988d118951735,42.05550584,-92.90781174
"Martin, TN",36.3433965,-88.8503379,4b88065af964a520d5d931e3,La Cabana,na,Mexican Restaurants,4bf58dd8d48988d1c1941735,36.34332333,-88.85082291
"Martin, TN",36.3433965,-88.8503379,590ca2cc0f013c66ced62579,Sprinkles Ice Cream,na,Ice Cream Shops,4bf58dd8d48988d1c9941735,36.344491,-88.850964
"Martin, TN",36.3433965,-88.8503379,5996dff8bed4833255d30849,Martin Coffeehouse,na,Coffee Shops,4bf58dd8d48988d1e0931735,36.34257,-88.850719
"Martin, TN",36.3433965,-88.8503379,4c191ad098f4a5933892fff5,Olivia's Opera House,na,Steakhouses,4bf58dd8d48988d1cc941735,36.34465182,-88.85007401
"Martin, TN",36.3433965,-88.8503379,4c69472a1a6620a1df12638c,The Looking Glass Coffee & Curiosities,na,Coffee Shops,4bf58dd8d48988d1e0931735,36.34483435,-88.8502996
"Martin, TN",36.3433965,-88.8503379,4c34a94e6f1fef3bc8e2ec3d,K&N Root Beer Drive In,na,Fast Food Restaurants,4bf58dd8d48988d16e941735,36.34921612,-88.84909617
"Martin, TN",36.3433965,-88.8503379,4dcc52d352b18f1ce69da489,KN Rootbeer,na,Burger Joints,4bf58dd8d48988d16c941735,36.34916,-88.849101
"Martin, TN",36.3433965,-88.8503379,4d7172e1296c721e303e9853,Dragon Buffet,na,Chinese Restaurants,4bf58dd8d48988d145941735,36.34346,-88.848705
"Martin, TN",36.3433965,-88.8503379,4d64651389238cfaba608c36,The Stables,na,American Restaurants,4bf58dd8d48988d14e941735,36.34223446,-88.85388587
"Melbourne, FL",28.0836269,-80.6081089,4cdd679914119eb0f11bed33,Dunkin',na,Donut Shops,4bf58dd8d48988d148941735,28.0848435,-80.60648624
"Melbourne, FL",28.0836269,-80.6081089,4c2154987e85c928d261ba21,Burger King,na,Fast Food Restaurants,4bf58dd8d48988d16e941735,28.08362603,-80.60615033
"Melbourne, FL",28.0836269,-80.6081089,4b4fa605f964a520160f27e3,Olympia Cafe,na,Greek Restaurants,4bf58dd8d48988d10e941735,28.08431074,-80.60612334
"Melbourne, FL",28.0836269,-80.6081089,51812fbb8bfd825daf31f2ed,Sbarro,na,Pizza Places,4bf58dd8d48988d1ca941735,28.083627,-80.608109
"Melbourne, FL",28.0836269,-80.6081089,4ced5ddc8604a1cde8f4f1c0,Daily Bread Thrift Store,na,Thrift / Vintage Stores,4bf58dd8d48988d101951735,28.07885202,-80.60707618
"Melbourne, FL",28.0836269,-80.6081089,5a4f9ddd911fc42cdfd1400e,Crush Eleven,na,American Restaurants,4bf58dd8d48988d14e941735,28.07875822,-80.6099081
"Melbourne, FL",28.0836269,-80.6081089,4b45667ff964a5200b0c26e3,Meg O'Malley's Restaurant,na,Pubs,4bf58dd8d48988d11b941735,28.0786076,-80.60727556
"Melbourne, FL",28.0836269,-80.6081089,4fb10dc6e4b0ec8289ffee69,Daily Bread Cafeteria,na,Cafeterias,4bf58dd8d48988d128941735,28.081581,-80.60699
"Melbourne, FL",28.0836269,-80.6081089,4bf48e58706e20a1978aa998,Mainstreet Pub,na,Pubs,4bf58dd8d48988d11b941735,28.07830935,-80.60911052
"Melbourne, FL",28.0836269,-80.6081089,4d386edc3d958cfac8edb271,Mlyako Sushi & Tempura,na,Japanese Restaurants,4bf58dd8d48988d111941735,28.08390319,-80.60549319
"Melbourne, FL",28.0836269,-80.6081089,4c4db22bdb2c20a1a1273e73,Grimaldi Chocolates,na,Dessert Shops,4bf58dd8d48988d1d0941735,28.07899888,-80.6079179
"Melbourne, FL",28.0836269,-80.6081089,5616ab79498e9969f0eebdbd,la Vela,na,Italian Restaurants,4bf58dd8d48988d110941735,28.078711,-80.60864
"Melbourne, FL",28.0836269,-80.6081089,52b8e4a311d24eb66134f4ec,La Crepe,na,Cafés,4bf58dd8d48988d16d941735,28.07830879,-80.60894278
"Melbourne, FL",28.0836269,-80.6081089,565b0179498e91d78c1f6aaa,Einstein Bros Bagels,na,Bagel Shops,4bf58dd8d48988d179941735,28.0839215,-80.6055172
"Merrill, WI",45.1805223,-89.683459,4f739ed2e4b0aef72b42cd50,Hugo's Pizza,na,Pizza Places,4bf58dd8d48988d1ca941735,45.18056671,-89.68220211
"Merrill, WI",45.1805223,-89.683459,4b92b80cf964a520e21434e3,Chip's,na,Fast Food Restaurants,4bf58dd8d48988d16e941735,45.18329805,-89.6836079
"Merrill, WI",45.1805223,-89.683459,4c6ebe3aa437224b3dc630b1,Checkered Churn,na,American Restaurants,4bf58dd8d48988d14e941735,45.1802078,-89.68626695
"Merrill, WI",45.1805223,-89.683459,524da9f211d2abde496975f9,Ed And Sharons food Truck,na,Food Trucks,4bf58dd8d48988d1cb941735,45.180409,-89.685817
"Merrill, WI",45.1805223,-89.683459,4d2887e6888af04dde90c6af,First Street Coffee Station,na,Coffee Shops,4bf58dd8d48988d1e0931735,45.18044644,-89.68821946
"Merrill, WI",45.1805223,-89.683459,4c2a936b8ef52d7f112230ba,Hardee's,na,Fast Food Restaurants,4bf58dd8d48988d16e941735,45.18334003,-89.68268736
"Merrill, WI",45.1805223,-89.683459,4fc79eebe4b0699310c6f290,Chips Hamburger,na,Burger Joints,4bf58dd8d48988d16c941735,45.183271,-89.68358
"Merrill, WI",45.1805223,-89.683459,5058fd82e4b0c50f013bf16e,mom and dads free food One Stop Shop,na,Diners,4bf58dd8d48988d147941735,45.18271672,-89.67752212
"Merrill, WI",45.1805223,-89.683459,5392734e498e574c69b1534c,Studio 808 Ice Cream Shop,na,Ice Cream Shops,4bf58dd8d48988d1c9941735,45.18054242,-89.68829067
"Merrill, WI",45.1805223,-89.683459,4ffcc954e4b07010bfb7d1a6,Grill Master D,na,BBQ Joints,4bf58dd8d48988d1df931735,45.18195605,-89.68037043
"Merrill, WI",45.1805223,-89.683459,4e5937432271886714f07ca8,Skippers,na,American Restaurants,4bf58dd8d48988d14e941735,45.18072028,-89.68813167
"Merrill, WI",45.1805223,-89.683459,4c420953d7fad13a547e08da,Pine Ridge Family Restaurant,na,Restaurants,4bf58dd8d48988d1c4941735,45.18189179,-89.68027874
"Midland, MI",43.6155825,-84.2472116,4bdef901ffdec928be46eaa1,SUBWAY,na,Sandwich Places,4bf58dd8d48988d1c5941735,43.61681736,-84.24635589
"Midland, MI",43.6155825,-84.2472116,5cf0604667a9fe002c63f290,Wella's Kitchen,na,Food Trucks,4bf58dd8d48988d1cb941735,43.61520351,-84.24283355
"Midland, MI",43.6155825,-84.2472116,4b479bedf964a5203e3726e3,Pizza Sam's,na,Pizza Places,4bf58dd8d48988d1ca941735,43.61347424,-84.24537707
"Midland, MI",43.6155825,-84.2472116,4b5b96a9f964a5202e0929e3,Cafe Zinc,na,American Restaurants,4bf58dd8d48988d14e941735,43.61343506,-84.2462722
"Midland, MI",43.6155825,-84.2472116,4f497f60e4b0c132f1f1bddb,The Pantry at the H hotel,na,American Restaurants,4bf58dd8d48988d14e941735,43.61303886,-84.24708779
"Midland, MI",43.6155825,-84.2472116,5575b995498e17b86a304aa6,Good To Go,na,Delis / Bodegas,4bf58dd8d48988d146941735,43.61176983,-84.2425804
"Midland, MI",43.6155825,-84.2472116,4b44a7cdf964a520b5f825e3,Diamond Jim's,na,Restaurants,4bf58dd8d48988d1c4941735,43.61326625,-84.24517837
"Midland, MI",43.6155825,-84.2472116,55204ddc498ebcff82fac100,Rancheros Mexican Grill,na,Mexican Restaurants,4bf58dd8d48988d1c1941735,43.61150013,-84.24297309
"Midland, MI",43.6155825,-84.2472116,5cdc30fc894eac002cbe7758,The Cruisin’ Chef,na,Food Trucks,4bf58dd8d48988d1cb941735,43.611874,-84.24677
"Midland, MI",43.6155825,-84.2472116,556894c3498e9ace7950a4c5,Go! Salads,na,Salad Places,4bf58dd8d48988d1bd941735,43.61445389,-84.24434423
"Midland, MI",43.6155825,-84.2472116,4c818ccb47cc224b33987d9f,Table,na,New American Restaurants,4bf58dd8d48988d157941735,43.61329337,-84.24593789
"Midland, MI",43.6155825,-84.2472116,59a09c2a83e3805cc28ded10,Marl's Bbq,na,Food Trucks,4bf58dd8d48988d1cb941735,43.61285,-84.243344
"Midland, MI",43.6155825,-84.2472116,591c88671ffe9735aea0c2ad,Bad Wolf BBQ,na,BBQ Joints,4bf58dd8d48988d1df931735,43.611912,-84.246822
"Midland, MI",43.6155825,-84.2472116,5ad7ebdbc666667ab44b14d3,Gratzi,na,Italian Restaurants,4bf58dd8d48988d110941735,43.612862,-84.245497
"Midland, MI",43.6155825,-84.2472116,5b3fe00cb1ec13002c0c5ced,Midland Burger Company,na,Burger Joints,4bf58dd8d48988d16c941735,43.613736,-84.244923
"Midland, MI",43.6155825,-84.2472116,54d53d36498e31d1e8cf3d80,"Grape Beginnings Winery, LLC",na,Wineries,4bf58dd8d48988d14b941735,43.61206055,-84.24416351
"Midland, MI",43.6155825,-84.2472116,51e6cc4f011c58ff90191080,CherryBerry Yogurt Bar,na,Frozen Yogurt Shops,512e7cae91d4cbb4e5efe0af,43.61363014,-84.24578027
"Midland, MI",43.6155825,-84.2472116,4bae85f2f964a52088bc3be3,Amazing Deli,na,Delis / Bodegas,4bf58dd8d48988d146941735,43.61277748,-84.24510409
"Midland, MI",43.6155825,-84.2472116,505c9184e4b0d44483dc32b9,Irving's On Main,na,American Restaurants,4bf58dd8d48988d14e941735,43.61144809,-84.24278211
"Midland, MI",43.6155825,-84.2472116,4c6e81ea4d24b60cb1cad8d8,Omeletes,na,Breakfast Spots,4bf58dd8d48988d143941735,43.612799,-84.245338
"Midland, MI",43.6155825,-84.2472116,4bc079a34cdfc9b671df9221,Hamilton Pastries,na,Bakeries,4bf58dd8d48988d16a941735,43.61297814,-84.24517934
"Midland, MI",43.6155825,-84.2472116,4f32b53019836c91c7f1e026,Health Hut,na,Food,4d4b7105d754a06374d81259,43.61238,-84.244696
"Midland, MI",43.6155825,-84.2472116,4c537b1272cf0f47f187e6d2,Espresso Milano,na,Coffee Shops,4bf58dd8d48988d1e0931735,43.61383856,-84.24493737
"Morristown, TN",36.2139814,-83.2948922,4bffede2daf9c9b66beffaef,Jersey Girl Diner,na,American Restaurants,4bf58dd8d48988d14e941735,36.21318084,-83.29367258
"Morristown, TN",36.2139814,-83.2948922,4c2ea614a0ced13a9b510f6e,The Downtown,na,Music Venues,4bf58dd8d48988d1e5931735,36.21365093,-83.29305596
"Morristown, TN",36.2139814,-83.2948922,4bbb7efee4529521e2c254a4,The Java Garden,na,American Restaurants,4bf58dd8d48988d14e941735,36.21266969,-83.29382414
"Morristown, TN",36.2139814,-83.2948922,4ec69c1ad3e3e131f12c47a2,Yummy Cakes & More,na,Bakeries,4bf58dd8d48988d16a941735,36.213221,-83.293104
"Morristown, TN",36.2139814,-83.2948922,4e29ad72aeb75df8cab8ee02,Timeless Elegance Tea Room,na,Coffee Shops,4bf58dd8d48988d1e0931735,36.21335102,-83.29333283
"Morristown, TN",36.2139814,-83.2948922,4f4382e319834bc91f574367,Cherrys Cafe,na,Food,4d4b7105d754a06374d81259,36.214045,-83.292404
"Morristown, TN",36.2139814,-83.2948922,4f326d1a19836c91c7d6abcc,Higher Grounds Coffehouse,na,Coffee Shops,4bf58dd8d48988d1e0931735,36.213932,-83.29235
"Morristown, TN",36.2139814,-83.2948922,57bda1f3498e1913da7f5d35,DQ Grill & Chill,na,Fast Food Restaurants,4bf58dd8d48988d16e941735,36.20930787,-83.29498172
"Morristown, TN",36.2139814,-83.2948922,5a85df18a2c00b44bf2e7b4d,60 Beans Coffee,na,Coffee Shops,4bf58dd8d48988d1e0931735,36.213364,-83.28939
"Morristown, TN",36.2139814,-83.2948922,51f00705498e3e0fe8746265,Hacienda deli,na,Mexican Restaurants,4bf58dd8d48988d1c1941735,36.2157974,-83.28812445
"Morristown, TN",36.2139814,-83.2948922,595d43e5c824ae6362be6d1e,Texas Roadhouse,na,Steakhouses,4bf58dd8d48988d1cc941735,36.21739578,-83.29750061
"Morristown, TN",36.2139814,-83.2948922,4bcf33dd462cb7137a39d607,Little Dutch Restaurant,na,American Restaurants,4bf58dd8d48988d14e941735,36.21354264,-83.29185361
"Morristown, TN",36.2139814,-83.2948922,4d34b1d4c6cba35d3bc5357a,Dairy Queen,na,Fast Food Restaurants,4bf58dd8d48988d16e941735,36.21412499,-83.28806698
"Morristown, TN",36.2139814,-83.2948922,4d45b0c82e326ea87995f0a6,Time-Out Deli,na,Diners,4bf58dd8d48988d147941735,36.20898259,-83.29577754
"Morristown, TN",36.2139814,-83.2948922,4da88fb00cb65e9aae6b0e6e,SUBWAY,na,Sandwich Places,4bf58dd8d48988d1c5941735,36.21313809,-83.28978574
"Morristown, TN",36.2139814,-83.2948922,57bce612498ece5e1a1595df,Dairy Queen Grill & Chill,na,Fast Food Restaurants,4bf58dd8d48988d16e941735,36.21120367,-83.29156592
"Morristown, TN",36.2139814,-83.2948922,54bef52a498ec4a8eb894980,Koto 2,na,Japanese Restaurants,4bf58dd8d48988d111941735,36.21373311,-83.28847447
"Morristown, TN",36.2139814,-83.2948922,547614ad498eaea3be8957b7,Popeyes Louisiana Kitchen,na,Fried Chicken Joints,4d4ae6fc7a7b7dea34424761,36.21273887,-83.29003128
"Morristown, TN",36.2139814,-83.2948922,536d5e8e498e8fb6a68a7425,Sweet CeCe's,na,Frozen Yogurt Shops,512e7cae91d4cbb4e5efe0af,36.21313927,-83.28924243
"Morristown, TN",36.2139814,-83.2948922,4ba8f3dbf964a52046fd39e3,Burger King,na,Fast Food Restaurants,4bf58dd8d48988d16e941735,36.21140926,-83.2930693
"Mount Airy, NC",36.4993007,-80.6072858,4b801901f964a520f75130e3,Snappy Lunch,na,American Restaurants,4bf58dd8d48988d14e941735,36.49968187,-80.60737446
"Mount Airy, NC",36.4993007,-80.6072858,59723ccf6fa81f70959fd043,Hillbilly Ice & Creamery,na,Ice Cream Shops,4bf58dd8d48988d1c9941735,36.49973,-80.6073
"Mount Airy, NC",36.4993007,-80.6072858,5127d052e4b025bd84559ad9,Walker's Soda Fountain,na,Dessert Shops,4bf58dd8d48988d1d0941735,36.50026275,-80.60760342
"Mount Airy, NC",36.4993007,-80.6072858,5bce4bdfe47b460039f630fb,Soho Bar & Grill,na,Restaurants,4bf58dd8d48988d1c4941735,36.500529,-80.608438
"Mount Airy, NC",36.4993007,-80.6072858,4f8af610e4b037c02040403c,Miss Angels Heavenly Pies Inc.,na,Dessert Shops,4bf58dd8d48988d1d0941735,36.50006208,-80.60744373
"Mount Airy, NC",36.4993007,-80.6072858,50672c83e4b01437c920f772,Otis's,na,Ice Cream Shops,4bf58dd8d48988d1c9941735,36.499653,-80.60704
"Mount Airy, NC",36.4993007,-80.6072858,4bb786ef314e9521d83e479d,Pages Coffee Cafe,na,Coffee Shops,4bf58dd8d48988d1e0931735,36.5006739,-80.60776826
"Mount Airy, NC",36.4993007,-80.6072858,4c852f97d8086dcb247f8f52,Barney's Cafe,na,Burger Joints,4bf58dd8d48988d16c941735,36.50107418,-80.60800546
"Mount Airy, NC",36.4993007,-80.6072858,4e4c36b4bd41b9fca43180a9,Dunkin',na,Donut Shops,4bf58dd8d48988d148941735,36.500739,-80.611871
"Mount Airy, NC",36.4993007,-80.6072858,576d5978498ef2e95e6ea48b,Prudence McCabe,na,Dessert Shops,4bf58dd8d48988d1d0941735,36.50084,-80.607655
"Mount Airy, NC",36.4993007,-80.6072858,4c794bf4df08a1cdd427da5d,Sunset Slush,na,Dessert Shops,4bf58dd8d48988d1d0941735,36.5003481,-80.6076016
"Mount Airy, NC",36.4993007,-80.6072858,504114dde4b06a01b9eebb6f,Yogurt Factory,na,Ice Cream Shops,4bf58dd8d48988d1c9941735,36.500119,-80.607321
"Mount Airy, NC",36.4993007,-80.6072858,5b37f4777d8497002cf745d5,Mam's Eatery,na,Restaurants,4bf58dd8d48988d1c4941735,36.501144,-80.60794
"Mount Airy, NC",36.4993007,-80.6072858,53caa130498e2b622e23b80b,McArthur's On Main,na,Cafés,4bf58dd8d48988d16d941735,36.50108179,-80.60803036
"Mount Airy, NC",36.4993007,-80.6072858,4c79449493ef236a9be3ae0f,Talley's Custom Frame & Gallery,na,Seafood Restaurants,4bf58dd8d48988d1ce941735,36.5012815,-80.6078759
"Mount Airy, NC",36.4993007,-80.6072858,4c9e0f11ca44236aa3a52699,Leon's Burger Express,na,Burger Joints,4bf58dd8d48988d16c941735,36.50218832,-80.60866814
"Mount Airy, NC",36.4993007,-80.6072858,5633eb42498efa995ae1c52a,The Loaded Goat,na,Restaurants,4bf58dd8d48988d1c4941735,36.50187941,-80.60775539
"Mount Airy, NC",36.4993007,-80.6072858,4b4cb1f3f964a520a4ba26e3,Kyoto at the Lake III Japanese Restaurant,na,Japanese Restaurants,4bf58dd8d48988d111941735,36.50348431,-80.61029909
"Mount Airy, NC",36.4993007,-80.6072858,56105da4498e97d1ce5bb78d,Granite City Bar-B-Q,na,American Restaurants,4bf58dd8d48988d14e941735,36.501178,-80.607968
"Mount Airy, NC",36.4993007,-80.6072858,4f327f7519836c91c7dda3dc,What DO You Want,na,Food,4d4b7105d754a06374d81259,36.499961,-80.605387
"Mount Airy, NC",36.4993007,-80.6072858,4dac71d76a2303012f38d5e4,BlueBurd CAFE,na,American Restaurants,4bf58dd8d48988d14e941735,36.50182365,-80.60832058
"Mount Airy, NC",36.4993007,-80.6072858,57794b7c498ef28a7d89e092,Down Home,na,Comfort Food Restaurants,52e81612bcbc57f1066b7a00,36.501172,-80.608089
"Mount Airy, NC",36.4993007,-80.6072858,5237524e11d2f522490d217d,We Sisters Bake Shop,na,Bakeries,4bf58dd8d48988d16a941735,36.50256467,-80.60896397
"Mount Airy, NC",36.4993007,-80.6072858,576ac75e498ee6b06b05acca,The Fluid Factory,na,Cafés,4bf58dd8d48988d16d941735,36.501764,-80.607964
"Mount Airy, NC",36.4993007,-80.6072858,4b4f88ccf964a520550a27e3,McDonald's,na,Fast Food Restaurants,4bf58dd8d48988d16e941735,36.50407841,-80.60660832
"Mount Pleasant, MI",43.5978075,-84.7675139,4bbfda23461576b0a55f7932,Domino's Pizza,na,Pizza Places,4bf58dd8d48988d1ca941735,43.59779016,-84.76799552
"Mount Pleasant, MI",43.5978075,-84.7675139,4af05c40f964a5206fdb21e3,Taco Boy,na,Mexican Restaurants,4bf58dd8d48988d1c1941735,43.59665144,-84.76775457
"Mount Pleasant, MI",43.5978075,-84.7675139,4af473b9f964a52096f221e3,Pizza King,na,Pizza Places,4bf58dd8d48988d1ca941735,43.59931664,-84.76803818
"Mount Pleasant, MI",43.5978075,-84.7675139,4f43d7e1e4b011b007f3b501,Popeyes Louisiana Kitchen,na,Fried Chicken Joints,4d4ae6fc7a7b7dea34424761,43.5969179,-84.76718167
"Mount Pleasant, MI",43.5978075,-84.7675139,505d144be4b00e3799e90e9d,Cold Stone Creamery,na,Ice Cream Shops,4bf58dd8d48988d1c9941735,43.5937767,-84.77307892
"Mount Pleasant, MI",43.5978075,-84.7675139,5c81a1d2da2e00002c0b65a5,Taichi Bubble Tea,na,Bubble Tea Shops,52e81612bcbc57f1066b7a0c,43.593905,-84.767297
"Mount Pleasant, MI",43.5978075,-84.7675139,4b6c6529f964a5208d362ce3,Great Wall Buffet,na,Chinese Restaurants,4bf58dd8d48988d145941735,43.59426672,-84.76705229
"Mount Pleasant, MI",43.5978075,-84.7675139,4f11d9eae4b0297e56b1b965,Jon's Country Burgers,na,Burger Joints,4bf58dd8d48988d16c941735,43.59370515,-84.76784471
"Mount Pleasant, MI",43.5978075,-84.7675139,500ed962e4b0ebb31e63ebf8,Ol Durty Chinese Resturant,na,Chinese Restaurants,4bf58dd8d48988d145941735,43.59287262,-84.76943207
"Mount Pleasant, MI",43.5978075,-84.7675139,56609cb6498e680e930428eb,Panda Express,na,Chinese Restaurants,4bf58dd8d48988d145941735,43.59302389,-84.76689616
"Mount Pleasant, MI",43.5978075,-84.7675139,4c32984116adc9288972c29c,Hungry Howie's Pizza,na,Pizza Places,4bf58dd8d48988d1ca941735,43.603858,-84.767368
"Mount Pleasant, MI",43.5978075,-84.7675139,4ca372d65720b1f793e231ef,Risk,na,New American Restaurants,4bf58dd8d48988d157941735,43.60056328,-84.76734991
"Mount Pleasant, MI",43.5978075,-84.7675139,508a9542b0b93324a1f071d9,Orange Julius,na,Ice Cream Shops,4bf58dd8d48988d1c9941735,43.60290807,-84.76806877
"Mount Pleasant, MI",43.5978075,-84.7675139,513f0b38e4b0a16a1b2305d2,Camp David,na,Asian Restaurants,4bf58dd8d48988d142941735,43.597318,-84.761579
"Mount Pleasant, MI",43.5978075,-84.7675139,4bc51bb069369521dfb78388,Beaner's,na,Coffee Shops,4bf58dd8d48988d1e0931735,43.60315919,-84.7679168
"Mount Pleasant, MI",43.5978075,-84.7675139,4af3434af964a52030ec21e3,Dairy Queen,na,Fast Food Restaurants,4bf58dd8d48988d16e941735,43.603017,-84.768041
"Mount Pleasant, MI",43.5978075,-84.7675139,4fef5fc8e4b0a13fa0435fd9,las palominos,na,Mexican Restaurants,4bf58dd8d48988d1c1941735,43.59302521,-84.76905823
"Mount Pleasant, MI",43.5978075,-84.7675139,4cdade486ad1a09337c5e856,Little Caesars Pizza,na,Pizza Places,4bf58dd8d48988d1ca941735,43.60202043,-84.76790368
"Mount Pleasant, MI",43.5978075,-84.7675139,4adc900af964a520412d21e3,BIGGBY COFFEE,na,Coffee Shops,4bf58dd8d48988d1e0931735,43.60321112,-84.76815082
"Mount Vernon, WA",48.4201105,-122.3374543,4bf1b3d370779521c6983e7c,Ristretto Coffee Lounge & Wine Bar,na,Coffee Shops,4bf58dd8d48988d1e0931735,48.4196426,-122.337495
"Mount Vernon, WA",48.4201105,-122.3374543,54ac4870498ea4e6cfeb30ea,Taste of India,na,Indian Restaurants,4bf58dd8d48988d10f941735,48.418921,-122.33764
"Mount Vernon, WA",48.4201105,-122.3374543,4bad102ff964a520d8293be3,Skagit Valley Food Co-op,na,Miscellaneous Shops,4bf58dd8d48988d1ff941735,48.42084813,-122.3369904
"Mount Vernon, WA",48.4201105,-122.3374543,4b636d24f964a520ed782ae3,The Porterhouse,na,American Restaurants,4bf58dd8d48988d14e941735,48.41957814,-122.338551
"Mount Vernon, WA",48.4201105,-122.3374543,4b329dc2f964a520171025e3,Empire Ale House,na,American Restaurants,4bf58dd8d48988d14e941735,48.41932376,-122.337677
"Mount Vernon, WA",48.4201105,-122.3374543,57f56cad498e6b993bee4fb0,Third Street Cafe,na,Cafés,4bf58dd8d48988d16d941735,48.42014613,-122.3360294
"Mount Vernon, WA",48.4201105,-122.3374543,4c19339ffe5a76b07e3a0315,Rachawadee Thai Cafe,na,Thai Restaurants,4bf58dd8d48988d149941735,48.41952347,-122.3385136
"Mount Vernon, WA",48.4201105,-122.3374543,5b4e550a10b3030024be494e,Catrina,na,Mexican Restaurants,4bf58dd8d48988d1c1941735,48.418968,-122.338194
